grid;level1;level2;level3;level4;level5;activitySum;activityCategory
712:338;1;78.4;134.8;188.8;224.8;240;5
712:339;1;78.4;134.8;188.8;224.8;245;5
712:340;1;78.4;134.8;188.8;224.8;210;4
712:341;1;78.4;134.8;188.8;224.8;277;5
712:342;1;78.4;134.8;188.8;224.8;288;5
712:343;1;78.4;134.8;188.8;224.8;151;3
712:344;1;78.4;134.8;188.8;224.8;227;5
712:345;1;78.4;134.8;188.8;224.8;164;3
712:346;1;78.4;134.8;188.8;224.8;161;3
712:347;1;78.4;134.8;188.8;224.8;154;3
712:348;1;78.4;134.8;188.8;224.8;144;3
712:349;1;78.4;134.8;188.8;224.8;248;5
712:350;1;62.72;107.84;151.04;179.84;211;5
712:351;1;62.72;107.84;151.04;179.84;193;5
712:352;1;78.4;134.8;188.8;224.8;262;5
712:353;1;78.4;134.8;188.8;224.8;314;5
712:354;1;78.4;134.8;188.8;224.8;291;5
712:355;1;78.4;134.8;188.8;224.8;276;5
712:356;1;78.4;134.8;188.8;224.8;233;5
712:357;1;78.4;134.8;188.8;224.8;223;4
712:358;1;78.4;134.8;188.8;224.8;225;5
712:359;1;78.4;134.8;188.8;224.8;195;4
712:360;1;78.4;134.8;188.8;224.8;162;3
712:361;1;78.4;134.8;188.8;224.8;210;4
712:362;1;78.4;134.8;188.8;224.8;172;3
712:363;1;78.4;134.8;188.8;224.8;138;3
712:364;1;78.4;134.8;188.8;224.8;137;3
712:365;1;78.4;134.8;188.8;224.8;155;3
712:366;1;78.4;134.8;188.8;224.8;162;3
712:367;1;62.72;107.84;151.04;179.84;10;1
713:333;1;19.5;40;52.2;65.3;127;5
713:334;1;85.9;172.8;210.8;249.8;405;5
713:335;1;77.6;133.2;187.2;223.2;353;5
713:336;1;77.6;133.2;187.2;223.2;237;5
713:337;1;77.6;133.2;187.2;223.2;263;5
713:338;1;77.6;133.2;187.2;223.2;294;5
713:339;1;77.6;133.2;187.2;223.2;288;5
713:340;1;77.6;133.2;187.2;223.2;195;4
713:341;1;77.6;133.2;187.2;223.2;233;5
713:342;1;77.6;133.2;187.2;223.2;190;4
713:343;1;77.6;133.2;187.2;223.2;158;3
713:344;1;77.6;133.2;187.2;223.2;247;5
713:345;1;77.6;133.2;187.2;223.2;214;4
713:346;1;77.6;133.2;187.2;223.2;167;3
713:347;1;77.6;133.2;187.2;223.2;142;3
713:348;1;77.6;133.2;187.2;223.2;181;3
713:349;1;77.6;133.2;187.2;223.2;249;5
713:350;1;62.08;106.56;149.76;178.56;196;5
713:351;1;62.08;106.56;149.76;178.56;229;5
713:352;1;62.08;106.56;149.76;178.56;264;5
713:353;1;62.08;106.56;149.76;178.56;322;5
713:354;1;77.6;133.2;187.2;223.2;330;5
713:355;1;77.6;133.2;187.2;223.2;218;4
713:356;1;77.6;133.2;187.2;223.2;202;4
713:357;1;77.6;133.2;187.2;223.2;181;3
713:358;1;77.6;133.2;187.2;223.2;186;3
713:359;1;77.6;133.2;187.2;223.2;203;4
713:360;1;77.6;133.2;187.2;223.2;182;3
713:361;1;77.6;133.2;187.2;223.2;159;3
713:362;1;77.6;133.2;187.2;223.2;141;3
713:363;1;77.6;133.2;187.2;223.2;136;3
713:364;1;77.6;133.2;187.2;223.2;163;3
713:365;1;77.6;133.2;187.2;223.2;143;3
713:366;1;62.08;106.56;149.76;178.56;126;3
713:367;1;49.664;85.248;119.808;142.848;24;1
714:332;1;19.5;40;52.2;65.3;71;5
714:333;1;19.5;40;52.2;65.3;109;5
714:335;1;102.4;205.8;250.2;295.6;390;5
714:336;1;76.8;131.6;185.6;221.6;273;5
714:337;1;76.8;131.6;185.6;221.6;261;5
714:338;1;76.8;131.6;185.6;221.6;234;5
714:339;1;76.8;131.6;185.6;221.6;249;5
714:340;1;76.8;131.6;185.6;221.6;268;5
714:341;1;76.8;131.6;185.6;221.6;179;3
714:342;1;76.8;131.6;185.6;221.6;133;3
714:343;1;76.8;131.6;185.6;221.6;140;3
714:344;1;76.8;131.6;185.6;221.6;193;4
714:345;1;76.8;131.6;185.6;221.6;138;3
714:346;1;76.8;131.6;185.6;221.6;175;3
714:347;1;76.8;131.6;185.6;221.6;174;3
714:348;1;76.8;131.6;185.6;221.6;271;5
714:349;1;61.44;105.28;148.48;177.28;190;5
714:350;1;61.44;105.28;148.48;177.28;277;5
714:351;1;76.8;131.6;185.6;221.6;228;5
714:352;1;76.8;131.6;185.6;221.6;255;5
714:353;1;76.8;131.6;185.6;221.6;274;5
714:354;1;76.8;131.6;185.6;221.6;267;5
714:355;1;76.8;131.6;185.6;221.6;208;4
714:356;1;76.8;131.6;185.6;221.6;230;5
714:357;1;76.8;131.6;185.6;221.6;293;5
714:358;1;76.8;131.6;185.6;221.6;170;3
714:359;1;76.8;131.6;185.6;221.6;145;3
714:360;1;76.8;131.6;185.6;221.6;146;3
714:361;1;76.8;131.6;185.6;221.6;149;3
714:362;1;76.8;131.6;185.6;221.6;141;3
714:363;1;76.8;131.6;185.6;221.6;166;3
714:364;1;76.8;131.6;185.6;221.6;134;3
714:365;1;61.44;105.28;148.48;177.28;109;3
715:335;1;19.5;40;52.2;65.3;95;5
715:336;1;102.4;205.8;250.2;295.6;416;5
715:337;1;76;130;184;220;314;5
715:338;1;76;130;184;220;243;5
715:339;1;76;130;184;220;296;5
715:340;1;76;130;184;220;306;5
715:341;1;76;130;184;220;158;3
715:342;1;76;130;184;220;161;3
715:343;1;76;130;184;220;268;5
715:344;1;76;130;184;220;152;3
715:345;1;76;130;184;220;184;4
715:346;1;76;130;184;220;192;4
715:347;1;76;130;184;220;231;5
715:348;1;76;130;184;220;197;4
715:349;1;60.8;104;147.2;176;155;4
715:350;1;60.8;104;147.2;176;177;5
715:351;1;76;130;184;220;206;4
715:352;1;76;130;184;220;252;5
715:353;1;76;130;184;220;220;5
715:354;1;76;130;184;220;228;5
715:355;1;76;130;184;220;244;5
715:356;1;76;130;184;220;206;4
715:357;1;76;130;184;220;147;3
715:358;1;76;130;184;220;157;3
715:359;1;76;130;184;220;160;3
715:360;1;76;130;184;220;191;4
715:361;1;76;130;184;220;152;3
715:362;1;76;130;184;220;138;3
715:363;1;76;130;184;220;158;3
715:364;1;76;130;184;220;149;3
716:336;1;51.8;104.6;129.2;154.9;299;5
716:337;1;108.5;217.9;264.7;312.4;334;5
716:338;1;75.2;128.4;182.4;218.4;238;5
716:339;1;75.2;128.4;182.4;218.4;261;5
716:340;1;75.2;128.4;182.4;218.4;230;5
716:341;1;75.2;128.4;182.4;218.4;236;5
716:342;1;75.2;128.4;182.4;218.4;210;4
716:343;1;75.2;128.4;182.4;218.4;266;5
716:344;1;75.2;128.4;182.4;218.4;174;3
716:345;1;75.2;128.4;182.4;218.4;151;3
716:346;1;75.2;128.4;182.4;218.4;186;4
716:347;1;75.2;128.4;182.4;218.4;150;3
716:348;1;75.2;128.4;182.4;218.4;231;5
716:349;1;75.2;128.4;182.4;218.4;196;4
716:350;1;75.2;128.4;182.4;218.4;196;4
716:351;1;75.2;128.4;182.4;218.4;168;3
716:352;1;75.2;128.4;182.4;218.4;152;3
716:353;1;75.2;128.4;182.4;218.4;149;3
716:354;1;75.2;128.4;182.4;218.4;208;4
716:355;1;75.2;128.4;182.4;218.4;157;3
716:356;1;75.2;128.4;182.4;218.4;192;4
716:357;1;75.2;128.4;182.4;218.4;172;3
716:358;1;75.2;128.4;182.4;218.4;193;4
716:359;1;75.2;128.4;182.4;218.4;174;3
716:360;1;75.2;128.4;182.4;218.4;159;3
716:361;1;75.2;128.4;182.4;218.4;146;3
716:362;1;75.2;128.4;182.4;218.4;153;3
716:363;1;75.2;128.4;182.4;218.4;150;3
716:364;1;60.16;102.72;145.92;174.72;114;3
717:337;1;93.2;187.4;228.3;270.1;359;5
717:338;1;74.4;126.8;180.8;216.8;292;5
717:339;1;74.4;126.8;180.8;216.8;234;5
717:340;1;74.4;126.8;180.8;216.8;203;4
717:341;1;74.4;126.8;180.8;216.8;235;5
717:342;1;74.4;126.8;180.8;216.8;224;5
717:343;1;74.4;126.8;180.8;216.8;241;5
717:344;1;74.4;126.8;180.8;216.8;172;3
717:345;1;74.4;126.8;180.8;216.8;190;4
717:346;1;74.4;126.8;180.8;216.8;225;5
717:347;1;74.4;126.8;180.8;216.8;233;5
717:348;1;74.4;126.8;180.8;216.8;139;3
717:349;1;74.4;126.8;180.8;216.8;168;3
717:350;1;74.4;126.8;180.8;216.8;144;3
717:351;1;74.4;126.8;180.8;216.8;168;3
717:352;1;74.4;126.8;180.8;216.8;141;3
717:353;1;74.4;126.8;180.8;216.8;130;3
717:354;1;74.4;126.8;180.8;216.8;183;4
717:355;1;74.4;126.8;180.8;216.8;192;4
717:356;1;74.4;126.8;180.8;216.8;155;3
717:357;1;74.4;126.8;180.8;216.8;195;4
717:358;1;74.4;126.8;180.8;216.8;162;3
717:359;1;74.4;126.8;180.8;216.8;145;3
717:360;1;74.4;126.8;180.8;216.8;147;3
717:361;1;74.4;126.8;180.8;216.8;141;3
717:362;1;74.4;126.8;180.8;216.8;128;3
717:363;1;74.4;126.8;180.8;216.8;145;3
717:364;1;74.4;126.8;180.8;216.8;142;3
718:337;1;51.8;104.6;129.2;154.9;255;5
718:338;1;105.7;212.4;258.1;304.7;376;5
718:339;1;73.6;125.2;179.2;215.2;252;5
718:340;1;73.6;125.2;179.2;215.2;233;5
718:341;1;73.6;125.2;179.2;215.2;229;5
718:342;1;73.6;125.2;179.2;215.2;214;4
718:343;1;73.6;125.2;179.2;215.2;199;4
718:344;1;73.6;125.2;179.2;215.2;243;5
718:345;1;73.6;125.2;179.2;215.2;272;5
718:346;1;73.6;125.2;179.2;215.2;266;5
718:347;1;73.6;125.2;179.2;215.2;224;5
718:348;1;73.6;125.2;179.2;215.2;152;3
718:349;1;73.6;125.2;179.2;215.2;141;3
718:350;1;73.6;125.2;179.2;215.2;139;3
718:351;1;73.6;125.2;179.2;215.2;151;3
718:352;1;73.6;125.2;179.2;215.2;146;3
718:353;1;73.6;125.2;179.2;215.2;132;3
718:354;1;73.6;125.2;179.2;215.2;150;3
718:355;1;73.6;125.2;179.2;215.2;152;3
718:356;1;73.6;125.2;179.2;215.2;190;4
718:357;1;73.6;125.2;179.2;215.2;214;4
718:358;1;73.6;125.2;179.2;215.2;157;3
718:359;1;73.6;125.2;179.2;215.2;186;4
718:360;1;73.6;125.2;179.2;215.2;142;3
718:361;1;73.6;125.2;179.2;215.2;151;3
718:362;1;73.6;125.2;179.2;215.2;135;3
718:363;1;73.6;125.2;179.2;215.2;150;3
718:364;1;73.6;125.2;179.2;215.2;180;4
719:338;1;85.9;172.8;210.8;249.8;404;5
719:339;1;72.8;123.6;177.6;213.6;229;5
719:340;1;72.8;123.6;177.6;213.6;252;5
719:341;1;72.8;123.6;177.6;213.6;389;5
719:342;1;72.8;123.6;177.6;213.6;330;5
719:343;1;72.8;123.6;177.6;213.6;281;5
719:344;1;72.8;123.6;177.6;213.6;241;5
719:345;1;72.8;123.6;177.6;213.6;318;5
719:346;1;72.8;123.6;177.6;213.6;238;5
719:347;1;72.8;123.6;177.6;213.6;147;3
719:348;1;72.8;123.6;177.6;213.6;180;4
719:349;1;72.8;123.6;177.6;213.6;132;3
719:350;1;72.8;123.6;177.6;213.6;132;3
719:351;1;72.8;123.6;177.6;213.6;130;3
719:352;1;72.8;123.6;177.6;213.6;139;3
719:353;1;72.8;123.6;177.6;213.6;194;4
719:354;1;72.8;123.6;177.6;213.6;190;4
719:355;1;72.8;123.6;177.6;213.6;150;3
719:356;1;72.8;123.6;177.6;213.6;190;4
719:357;1;72.8;123.6;177.6;213.6;167;3
719:358;1;72.8;123.6;177.6;213.6;185;4
719:359;1;72.8;123.6;177.6;213.6;185;4
719:360;1;72.8;123.6;177.6;213.6;161;3
719:361;1;72.8;123.6;177.6;213.6;141;3
719:362;1;72.8;123.6;177.6;213.6;155;3
719:363;1;58.24;98.88;142.08;170.88;13;1
719:364;1;58.24;98.88;142.08;170.88;46;1
720:338;1;51.8;104.6;129.2;154.9;205;5
720:339;1;73.4;147.9;181;215.1;359;5
720:340;1;85.9;172.8;210.8;249.8;301;5
720:341;1;93.2;187.4;228.3;270.1;328;5
720:342;1;108.5;217.9;264.7;312.4;365;5
720:343;1;72;122;176;212;270;5
720:344;1;72;122;176;212;196;4
720:345;1;72;122;176;212;193;4
720:346;1;72;122;176;212;209;4
720:347;1;72;122;176;212;176;4
720:348;1;72;122;176;212;136;3
720:349;1;72;122;176;212;186;4
720:350;1;72;122;176;212;201;4
720:351;1;72;122;176;212;186;4
720:352;1;72;122;176;212;133;3
720:353;1;72;122;176;212;190;4
720:354;1;72;122;176;212;134;3
720:355;1;72;122;176;212;125;3
720:356;1;72;122;176;212;136;3
720:357;1;72;122;176;212;161;3
720:358;1;72;122;176;212;159;3
720:359;1;72;122;176;212;157;3
720:360;1;72;122;176;212;214;5
720:361;1;72;122;176;212;138;3
720:362;1;57.6;97.6;140.8;169.6;101;3
721:338;1;98.4;197.8;240.6;284.4;321;5
721:339;1;71.2;120.4;174.4;210.4;424;5
721:340;1;85.9;172.8;210.8;249.8;250;5
721:341;1;73.4;147.9;181;215.1;288;5
721:342;1;98.4;197.8;240.6;284.4;401;5
721:343;1;71.2;120.4;174.4;210.4;304;5
721:344;1;71.2;120.4;174.4;210.4;229;5
721:345;1;71.2;120.4;174.4;210.4;191;4
721:346;1;71.2;120.4;174.4;210.4;161;3
721:347;1;71.2;120.4;174.4;210.4;142;3
721:348;1;71.2;120.4;174.4;210.4;139;3
721:349;1;71.2;120.4;174.4;210.4;145;3
721:350;1;71.2;120.4;174.4;210.4;149;3
721:351;1;71.2;120.4;174.4;210.4;192;4
721:352;1;71.2;120.4;174.4;210.4;156;3
721:353;1;71.2;120.4;174.4;210.4;186;4
721:354;1;71.2;120.4;174.4;210.4;140;3
721:355;1;71.2;120.4;174.4;210.4;136;3
721:356;1;71.2;120.4;174.4;210.4;137;3
721:357;1;71.2;120.4;174.4;210.4;132;3
721:358;1;71.2;120.4;174.4;210.4;163;3
721:359;1;71.2;120.4;174.4;210.4;158;3
721:360;1;71.2;120.4;174.4;210.4;178;4
721:361;1;71.2;120.4;174.4;210.4;182;4
721:362;1;56.96;96.32;139.52;168.32;115;3
722:338;1;51.8;104.6;129.2;154.9;273;5
722:339;1;93.2;187.4;228.3;270.1;302;5
722:340;1;51.8;104.6;129.2;154.9;260;5
722:341;1;85.9;172.8;210.8;249.8;231;4
722:342;1;70.4;118.8;172.8;208.8;429;5
722:343;1;70.4;118.8;172.8;208.8;316;5
722:344;1;70.4;118.8;172.8;208.8;236;5
722:345;1;70.4;118.8;172.8;208.8;248;5
722:346;1;70.4;118.8;172.8;208.8;179;4
722:347;1;70.4;118.8;172.8;208.8;131;3
722:348;1;70.4;118.8;172.8;208.8;131;3
722:349;1;70.4;118.8;172.8;208.8;121;3
722:350;1;70.4;118.8;172.8;208.8;198;4
722:351;1;70.4;118.8;172.8;208.8;128;3
722:352;1;70.4;118.8;172.8;208.8;125;3
722:353;1;70.4;118.8;172.8;208.8;224;5
722:354;1;70.4;118.8;172.8;208.8;159;3
722:355;1;70.4;118.8;172.8;208.8;158;3
722:356;1;70.4;118.8;172.8;208.8;132;3
722:357;1;70.4;118.8;172.8;208.8;148;3
722:358;1;70.4;118.8;172.8;208.8;132;3
722:359;1;70.4;118.8;172.8;208.8;153;3
722:360;1;70.4;118.8;172.8;208.8;140;3
722:361;1;70.4;118.8;172.8;208.8;125;3
722:362;1;70.4;118.8;172.8;208.8;153;3
722:363;1;56.32;95.04;138.24;167.04;152;4
723:340;1;19.5;40;52.2;65.3;74;5
723:341;1;73.4;147.9;181;215.1;229;5
723:342;1;69.6;117.2;171.2;207.2;263;5
723:343;1;69.6;117.2;171.2;207.2;190;4
723:344;1;69.6;117.2;171.2;207.2;192;4
723:345;1;69.6;117.2;171.2;207.2;141;3
723:346;1;69.6;117.2;171.2;207.2;168;3
723:347;1;69.6;117.2;171.2;207.2;219;5
723:348;1;69.6;117.2;171.2;207.2;284;5
723:349;1;69.6;117.2;171.2;207.2;194;4
723:350;1;69.6;117.2;171.2;207.2;156;3
723:351;1;69.6;117.2;171.2;207.2;118;3
723:352;1;69.6;117.2;171.2;207.2;118;3
723:353;1;69.6;117.2;171.2;207.2;121;3
723:354;1;69.6;117.2;171.2;207.2;185;4
723:355;1;69.6;117.2;171.2;207.2;128;3
723:356;1;69.6;117.2;171.2;207.2;184;4
723:357;1;69.6;117.2;171.2;207.2;190;4
723:358;1;69.6;117.2;171.2;207.2;186;4
723:359;1;69.6;117.2;171.2;207.2;213;5
723:360;1;69.6;117.2;171.2;207.2;119;3
723:361;1;69.6;117.2;171.2;207.2;240;5
723:362;1;69.6;117.2;171.2;207.2;201;4
723:363;1;55.68;93.76;136.96;165.76;152;4
724:339;1;19.5;40;52.2;65.3;42;3
724:340;1;19.5;40;52.2;65.3;66;5
724:341;1;51.8;104.6;129.2;154.9;161;5
724:342;1;68.8;115.6;169.6;205.6;237;5
724:343;1;68.8;115.6;169.6;205.6;194;4
724:344;1;68.8;115.6;169.6;205.6;161;3
724:345;1;68.8;115.6;169.6;205.6;137;3
724:346;1;68.8;115.6;169.6;205.6;126;3
724:347;1;68.8;115.6;169.6;205.6;249;5
724:348;1;68.8;115.6;169.6;205.6;298;5
724:349;1;68.8;115.6;169.6;205.6;270;5
724:350;1;68.8;115.6;169.6;205.6;132;3
724:351;1;68.8;115.6;169.6;205.6;185;4
724:352;1;68.8;115.6;169.6;205.6;120;3
724:353;1;68.8;115.6;169.6;205.6;125;3
724:354;1;68.8;115.6;169.6;205.6;174;4
724:355;1;68.8;115.6;169.6;205.6;213;5
724:356;1;68.8;115.6;169.6;205.6;232;5
724:357;1;68.8;115.6;169.6;205.6;191;4
724:358;1;68.8;115.6;169.6;205.6;199;4
724:359;1;68.8;115.6;169.6;205.6;147;3
724:360;1;68.8;115.6;169.6;205.6;177;4
724:361;1;68.8;115.6;169.6;205.6;183;4
724:362;1;55.04;92.48;135.68;164.48;106;3
725:339;1;51.8;104.6;129.2;154.9;324;5
725:340;1;51.8;104.6;129.2;154.9;272;5
725:341;1;51.8;104.6;129.2;154.9;156;5
725:342;1;68;114;168;204;230;5
725:343;1;68;114;168;204;134;3
725:344;1;68;114;168;204;207;5
725:345;1;68;114;168;204;129;3
725:346;1;68;114;168;204;152;3
725:347;1;68;114;168;204;119;3
725:348;1;68;114;168;204;137;3
725:349;1;68;114;168;204;171;4
725:350;1;68;114;168;204;129;3
725:351;1;68;114;168;204;154;3
725:352;1;68;114;168;204;122;3
725:353;1;68;114;168;204;146;3
725:354;1;68;114;168;204;192;4
725:355;1;68;114;168;204;267;5
725:356;1;68;114;168;204;279;5
725:357;1;68;114;168;204;219;5
725:358;1;68;114;168;204;172;4
725:359;1;68;114;168;204;160;3
725:360;1;68;114;168;204;122;3
725:361;1;68;114;168;204;143;3
725:362;1;68;114;168;204;180;4
726:339;1;19.5;40;52.2;65.3;3;1
726:340;1;19.5;40;52.2;65.3;89;5
726:341;1;19.5;40;52.2;65.3;54;4
726:342;1;110.9;222.8;270.4;319.1;236;3
726:343;1;67.2;112.4;166.4;202.4;149;3
726:344;1;67.2;112.4;166.4;202.4;168;4
726:345;1;67.2;112.4;166.4;202.4;154;3
726:346;1;67.2;112.4;166.4;202.4;148;3
726:347;1;67.2;112.4;166.4;202.4;124;3
726:348;1;67.2;112.4;166.4;202.4;144;3
726:349;1;67.2;112.4;166.4;202.4;164;3
726:350;1;67.2;112.4;166.4;202.4;124;3
726:351;1;67.2;112.4;166.4;202.4;137;3
726:352;1;67.2;112.4;166.4;202.4;153;3
726:353;1;67.2;112.4;166.4;202.4;216;5
726:354;1;67.2;112.4;166.4;202.4;222;5
726:355;1;67.2;112.4;166.4;202.4;270;5
726:356;1;67.2;112.4;166.4;202.4;226;5
726:357;1;67.2;112.4;166.4;202.4;261;5
726:358;1;67.2;112.4;166.4;202.4;231;5
726:359;1;67.2;112.4;166.4;202.4;188;4
726:360;1;67.2;112.4;166.4;202.4;185;4
726:361;1;67.2;112.4;166.4;202.4;184;4
726:362;1;67.2;112.4;166.4;202.4;133;3
727:337;1;19.5;40;52.2;65.3;3;1
727:339;1;19.5;40;52.2;65.3;97;5
727:340;1;19.5;40;52.2;65.3;90;5
727:341;1;98.4;197.8;240.6;284.4;215;3
727:342;1;66.4;110.8;164.8;200.8;179;4
727:343;1;66.4;110.8;164.8;200.8;145;3
727:344;1;66.4;110.8;164.8;200.8;181;4
727:345;1;66.4;110.8;164.8;200.8;142;3
727:346;1;66.4;110.8;164.8;200.8;125;3
727:347;1;66.4;110.8;164.8;200.8;131;3
727:348;1;66.4;110.8;164.8;200.8;133;3
727:349;1;66.4;110.8;164.8;200.8;188;4
727:350;1;66.4;110.8;164.8;200.8;133;3
727:351;1;66.4;110.8;164.8;200.8;120;3
727:352;1;66.4;110.8;164.8;200.8;148;3
727:353;1;66.4;110.8;164.8;200.8;209;5
727:354;1;66.4;110.8;164.8;200.8;235;5
727:355;1;66.4;110.8;164.8;200.8;311;5
727:356;1;66.4;110.8;164.8;200.8;292;5
727:357;1;66.4;110.8;164.8;200.8;247;5
727:358;1;66.4;110.8;164.8;200.8;237;5
727:359;1;66.4;110.8;164.8;200.8;183;4
727:360;1;66.4;110.8;164.8;200.8;153;3
727:361;1;66.4;110.8;164.8;200.8;167;4
727:362;1;66.4;110.8;164.8;200.8;167;4
727:363;1;19.5;40;52.2;65.3;69;5
728:336;1;19.5;40;52.2;65.3;35;2
728:337;1;19.5;40;52.2;65.3;164;5
728:338;1;73.4;147.9;181;215.1;272;5
728:339;1;93.2;187.4;228.3;270.1;306;5
728:340;1;105.7;212.4;258.1;304.7;306;5
728:341;1;65.6;109.2;163.2;199.2;250;5
728:342;1;65.6;109.2;163.2;199.2;244;5
728:343;1;65.6;109.2;163.2;199.2;250;5
728:344;1;65.6;109.2;163.2;199.2;173;4
728:345;1;65.6;109.2;163.2;199.2;171;4
728:346;1;65.6;109.2;163.2;199.2;125;3
728:347;1;65.6;109.2;163.2;199.2;119;3
728:348;1;65.6;109.2;163.2;199.2;128;3
728:349;1;65.6;109.2;163.2;199.2;113;3
728:350;1;65.6;109.2;163.2;199.2;139;3
728:351;1;65.6;109.2;163.2;199.2;174;4
728:352;1;65.6;109.2;163.2;199.2;124;3
728:353;1;65.6;109.2;163.2;199.2;211;5
728:354;1;65.6;109.2;163.2;199.2;245;5
728:355;1;65.6;109.2;163.2;199.2;258;5
728:356;1;65.6;109.2;163.2;199.2;298;5
728:357;1;65.6;109.2;163.2;199.2;229;5
728:358;1;65.6;109.2;163.2;199.2;179;4
728:359;1;65.6;109.2;163.2;199.2;221;5
728:360;1;65.6;109.2;163.2;199.2;121;3
728:361;1;65.6;109.2;163.2;199.2;170;4
728:362;1;65.6;109.2;163.2;199.2;222;5
728:363;1;52.48;87.36;130.56;159.36;86;2
728:364;1;41.984;69.888;104.448;127.488;14;1
729:336;1;19.5;40;52.2;65.3;74;5
729:337;1;51.8;104.6;129.2;154.9;175;5
729:338;1;93.2;187.4;228.3;270.1;314;5
729:339;1;64.8;107.6;161.6;197.6;415;5
729:340;1;64.8;107.6;161.6;197.6;215;5
729:341;1;64.8;107.6;161.6;197.6;217;5
729:342;1;64.8;107.6;161.6;197.6;226;5
729:343;1;64.8;107.6;161.6;197.6;224;5
729:344;1;64.8;107.6;161.6;197.6;218;5
729:345;1;64.8;107.6;161.6;197.6;171;4
729:346;1;64.8;107.6;161.6;197.6;149;3
729:347;1;64.8;107.6;161.6;197.6;90;2
729:348;1;64.8;107.6;161.6;197.6;69;2
729:349;1;64.8;107.6;161.6;197.6;52;1
729:350;1;64.8;107.6;161.6;197.6;123;3
729:351;1;64.8;107.6;161.6;197.6;138;3
729:352;1;64.8;107.6;161.6;197.6;122;3
729:353;1;64.8;107.6;161.6;197.6;209;5
729:354;1;64.8;107.6;161.6;197.6;222;5
729:355;1;64.8;107.6;161.6;197.6;228;5
729:356;1;64.8;107.6;161.6;197.6;281;5
729:357;1;64.8;107.6;161.6;197.6;346;5
729:358;1;64.8;107.6;161.6;197.6;216;5
729:359;1;64.8;107.6;161.6;197.6;205;5
729:360;1;64.8;107.6;161.6;197.6;168;4
729:361;1;64.8;107.6;161.6;197.6;135;3
729:362;1;64.8;107.6;161.6;197.6;151;3
729:363;1;64.8;107.6;161.6;197.6;170;4
729:364;1;51.84;86.08;129.28;158.08;156;4
730:336;1;51.8;104.6;129.2;154.9;211;5
730:337;1;110.9;222.8;270.4;319.1;348;5
730:338;1;64;106;160;196;274;5
730:339;1;64;106;160;196;274;5
730:340;1;64;106;160;196;240;5
730:341;1;64;106;160;196;234;5
730:342;1;64;106;160;196;206;5
730:343;1;64;106;160;196;199;5
730:344;1;64;106;160;196;167;4
730:345;1;64;106;160;196;115;3
730:346;1;64;106;160;196;129;3
730:347;1;64;106;160;196;129;3
730:348;1;64;106;160;196;52;1
730:349;1;64;106;160;196;77;2
730:350;1;64;106;160;196;58;1
730:351;1;64;106;160;196;168;4
730:352;1;64;106;160;196;110;3
730:353;1;64;106;160;196;210;5
730:354;1;64;106;160;196;200;5
730:355;1;64;106;160;196;237;5
730:356;1;64;106;160;196;203;5
730:357;1;64;106;160;196;252;5
730:358;1;64;106;160;196;240;5
730:359;1;64;106;160;196;177;4
730:360;1;64;106;160;196;174;4
730:361;1;64;106;160;196;211;5
730:362;1;64;106;160;196;237;5
730:363;1;64;106;160;196;290;5
730:364;1;51.2;84.8;128;156.8;158;5
731:336;1;50.56;83.52;126.72;155.52;161;5
731:337;1;63.2;104.4;158.4;194.4;287;5
731:338;1;63.2;104.4;158.4;194.4;237;5
731:339;1;63.2;104.4;158.4;194.4;235;5
731:340;1;63.2;104.4;158.4;194.4;205;5
731:341;1;63.2;104.4;158.4;194.4;226;5
731:342;1;63.2;104.4;158.4;194.4;196;5
731:343;1;63.2;104.4;158.4;194.4;200;5
731:344;1;63.2;104.4;158.4;194.4;139;3
731:345;1;63.2;104.4;158.4;194.4;89;2
731:346;1;63.2;104.4;158.4;194.4;118;3
731:347;1;63.2;104.4;158.4;194.4;129;3
731:348;1;63.2;104.4;158.4;194.4;145;3
731:349;1;63.2;104.4;158.4;194.4;52;1
731:350;1;63.2;104.4;158.4;194.4;141;3
731:351;1;63.2;104.4;158.4;194.4;123;3
731:352;1;63.2;104.4;158.4;194.4;120;3
731:353;1;63.2;104.4;158.4;194.4;108;3
731:354;1;63.2;104.4;158.4;194.4;109;3
731:355;1;63.2;104.4;158.4;194.4;163;4
731:356;1;63.2;104.4;158.4;194.4;213;5
731:357;1;63.2;104.4;158.4;194.4;161;4
731:358;1;63.2;104.4;158.4;194.4;204;5
731:359;1;63.2;104.4;158.4;194.4;286;5
731:360;1;63.2;104.4;158.4;194.4;328;5
731:361;1;63.2;104.4;158.4;194.4;215;5
731:362;1;63.2;104.4;158.4;194.4;209;5
731:363;1;63.2;104.4;158.4;194.4;204;5
731:364;1;50.56;83.52;126.72;155.52;92;3
732:336;1;49.92;82.24;125.44;154.24;164;5
732:337;1;62.4;102.8;156.8;192.8;211;5
732:338;1;62.4;102.8;156.8;192.8;204;5
732:339;1;62.4;102.8;156.8;192.8;236;5
732:340;1;62.4;102.8;156.8;192.8;228;5
732:341;1;62.4;102.8;156.8;192.8;196;5
732:342;1;62.4;102.8;156.8;192.8;205;5
732:343;1;62.4;102.8;156.8;192.8;205;5
732:344;1;62.4;102.8;156.8;192.8;166;4
732:345;1;62.4;102.8;156.8;192.8;119;3
732:346;1;62.4;102.8;156.8;192.8;113;3
732:347;1;62.4;102.8;156.8;192.8;83;2
732:348;1;62.4;102.8;156.8;192.8;115;3
