grid;level1;level2;level3;level4;level5;activitySum;activityCategory
661:312;1;19.5;40;52.2;65.3;0;0
663:318;1;19.5;40;52.2;65.3;48;3
663:319;1;19.5;40;52.2;65.3;46;3
663:320;1;19.5;40;52.2;65.3;9;1
663:321;1;19.5;40;52.2;65.3;22;2
663:322;1;19.5;40;52.2;65.3;51;3
663:323;1;19.5;40;52.2;65.3;33;2
663:324;1;19.5;40;52.2;65.3;106;5
663:325;1;19.5;40;52.2;65.3;67;5
663:326;1;19.5;40;52.2;65.3;57;4
663:327;1;51.8;104.6;129.2;154.9;123;3
663:328;1;19.5;40;52.2;65.3;68;5
663:329;1;19.5;40;52.2;65.3;82;5
663:330;1;51.8;104.6;129.2;154.9;160;5
663:331;1;19.5;40;52.2;65.3;34;2
664:314;1;19.5;40;52.2;65.3;0;0
664:316;1;51.8;104.6;129.2;154.9;53;2
664:317;1;51.8;104.6;129.2;154.9;89;2
664:318;1;73.4;147.9;181;215.1;232;5
664:319;1;73.4;147.9;181;215.1;236;5
664:320;1;51.8;104.6;129.2;154.9;102;2
664:321;1;51.8;104.6;129.2;154.9;163;5
664:322;1;73.4;147.9;181;215.1;160;3
664:323;1;73.4;147.9;181;215.1;261;5
664:324;1;85.9;172.8;210.8;249.8;257;5
664:325;1;51.8;104.6;129.2;154.9;136;4
664:326;1;51.8;104.6;129.2;154.9;169;5
664:327;1;93.2;187.4;228.3;270.1;371;5
664:328;1;108.5;217.9;264.7;312.4;424;5
664:329;1;93.2;187.4;228.3;270.1;281;5
664:330;1;93.2;187.4;228.3;270.1;287;5
664:331;1;73.4;147.9;181;215.1;218;5
664:332;1;51.8;104.6;129.2;154.9;177;5
664:333;1;51.8;104.6;129.2;154.9;165;5
664:334;1;19.5;40;52.2;65.3;94;5
664:335;1;51.8;104.6;129.2;154.9;194;5
665:309;1;19.5;40;52.2;65.3;0;0
665:310;1;51.8;104.6;129.2;154.9;156;5
665:311;1;19.5;40;52.2;65.3;0;0
665:312;1;19.5;40;52.2;65.3;0;0
665:313;1;19.5;40;52.2;65.3;30;2
665:314;1;51.8;104.6;129.2;154.9;63;2
665:315;1;51.8;104.6;129.2;154.9;114;3
665:316;1;73.4;147.9;181;215.1;119;2
665:317;1;51.8;104.6;129.2;154.9;85;2
665:318;1;19.5;40;52.2;65.3;43;3
665:319;1;51.8;104.6;129.2;154.9;117;3
665:320;1;73.4;147.9;181;215.1;193;4
665:321;1;73.4;147.9;181;215.1;168;3
665:322;1;51.8;104.6;129.2;154.9;93;2
665:323;1;73.4;147.9;181;215.1;191;4
665:324;1;98.4;197.8;240.6;284.4;297;5
665:325;1;93.2;187.4;228.3;270.1;234;4
665:326;1;73.4;147.9;181;215.1;272;5
665:327;1;110.9;222.8;270.4;319.1;333;5
665:328;1;108.5;217.9;264.7;312.4;320;5
665:329;1;110.9;222.8;270.4;319.1;354;5
665:330;1;110.9;222.8;270.4;319.1;334;5
665:331;1;110.9;222.8;270.4;319.1;326;5
665:332;1;105.7;212.4;258.1;304.7;323;5
665:333;1;85.9;172.8;210.8;249.8;262;5
665:334;1;51.8;104.6;129.2;154.9;186;5
665:335;1;93.2;187.4;228.3;270.1;298;5
665:336;1;73.4;147.9;181;215.1;229;5
665:337;1;19.5;40;52.2;65.3;1;1
665:338;1;19.5;40;52.2;65.3;4;1
665:343;1;19.5;40;52.2;65.3;0;0
666:310;1;19.5;40;52.2;65.3;12;1
666:311;1;51.8;104.6;129.2;154.9;30;1
666:312;1;51.8;104.6;129.2;154.9;105;3
666:313;1;51.8;104.6;129.2;154.9;85;2
666:314;1;51.8;104.6;129.2;154.9;100;2
666:315;1;73.4;147.9;181;215.1;285;5
666:316;1;93.2;187.4;228.3;270.1;255;4
666:317;1;51.8;104.6;129.2;154.9;156;5
666:318;1;51.8;104.6;129.2;154.9;142;4
666:319;1;51.8;104.6;129.2;154.9;155;5
666:320;1;73.4;147.9;181;215.1;207;4
666:321;1;51.8;104.6;129.2;154.9;152;4
666:322;1;51.8;104.6;129.2;154.9;134;4
666:323;1;51.8;104.6;129.2;154.9;134;4
666:324;1;102.4;205.8;250.2;295.6;339;5
666:325;1;105.7;212.4;258.1;304.7;309;5
666:326;1;102.4;205.8;250.2;295.6;297;5
666:327;1;98.4;197.8;240.6;284.4;297;5
666:328;1;110.9;222.8;270.4;319.1;332;5
666:329;1;115.2;208.4;262.4;298.4;347;5
666:330;1;110.9;222.8;270.4;319.1;393;5
666:331;1;115.2;208.4;262.4;298.4;432;5
666:332;1;115.2;208.4;262.4;298.4;384;5
666:333;1;115.2;208.4;262.4;298.4;323;5
666:334;1;110.9;222.8;270.4;319.1;380;5
666:335;1;110.9;222.8;270.4;319.1;348;5
666:336;1;108.5;217.9;264.7;312.4;390;5
666:337;1;73.4;147.9;181;215.1;246;5
666:338;1;19.5;40;52.2;65.3;137;5
666:339;1;51.8;104.6;129.2;154.9;226;5
666:340;1;19.5;40;52.2;65.3;149;5
666:341;1;19.5;40;52.2;65.3;125;5
666:342;1;19.5;40;52.2;65.3;14;1
666:343;1;19.5;40;52.2;65.3;3;1
667:310;1;73.4;147.9;181;215.1;189;4
667:311;1;93.2;187.4;228.3;270.1;227;3
667:312;1;93.2;187.4;228.3;270.1;202;3
667:313;1;105.7;212.4;258.1;304.7;228;3
667:314;1;93.2;187.4;228.3;270.1;207;3
667:315;1;73.4;147.9;181;215.1;156;3
667:316;1;51.8;104.6;129.2;154.9;118;3
667:317;1;19.5;40;52.2;65.3;119;5
667:318;1;51.8;104.6;129.2;154.9;157;5
667:319;1;73.4;147.9;181;215.1;208;4
667:320;1;85.9;172.8;210.8;249.8;312;5
667:321;1;85.9;172.8;210.8;249.8;290;5
667:322;1;85.9;172.8;210.8;249.8;292;5
667:323;1;73.4;147.9;181;215.1;251;5
667:324;1;102.4;205.8;250.2;295.6;327;5
667:325;1;114.4;206.8;260.8;296.8;270;4
667:326;1;114.4;206.8;260.8;296.8;328;5
667:327;1;108.5;217.9;264.7;312.4;317;5
667:328;1;114.4;206.8;260.8;296.8;326;5
667:329;1;114.4;206.8;260.8;296.8;358;5
667:330;1;114.4;206.8;260.8;296.8;383;5
667:331;1;114.4;206.8;260.8;296.8;400;5
667:332;1;114.4;206.8;260.8;296.8;388;5
667:333;1;114.4;206.8;260.8;296.8;344;5
667:334;1;114.4;206.8;260.8;296.8;325;5
667:335;1;114.4;206.8;260.8;296.8;343;5
667:336;1;114.4;206.8;260.8;296.8;348;5
667:337;1;110.9;222.8;270.4;319.1;406;5
667:338;1;102.4;205.8;250.2;295.6;420;5
667:339;1;98.4;197.8;240.6;284.4;392;5
667:340;1;51.8;104.6;129.2;154.9;207;5
667:341;1;73.4;147.9;181;215.1;234;5
667:342;1;73.4;147.9;181;215.1;194;4
667:343;1;73.4;147.9;181;215.1;248;5
667:344;1;51.8;104.6;129.2;154.9;170;5
667:345;1;19.5;40;52.2;65.3;58;4
667:346;1;19.5;40;52.2;65.3;73;5
668:309;1;73.4;147.9;181;215.1;189;4
668:310;1;102.4;205.8;250.2;295.6;314;5
668:311;1;105.7;212.4;258.1;304.7;249;3
668:312;1;102.4;205.8;250.2;295.6;225;3
668:313;1;73.4;147.9;181;215.1;261;5
668:314;1;93.2;187.4;228.3;270.1;276;5
668:315;1;51.8;104.6;129.2;154.9;127;3
668:316;1;19.5;40;52.2;65.3;80;5
668:317;1;51.8;104.6;129.2;154.9;250;5
668:318;1;85.9;172.8;210.8;249.8;221;4
668:319;1;98.4;197.8;240.6;284.4;279;4
668:320;1;105.7;212.4;258.1;304.7;339;5
668:321;1;108.5;217.9;264.7;312.4;328;5
668:322;1;105.7;212.4;258.1;304.7;350;5
668:323;1;102.4;205.8;250.2;295.6;321;5
668:324;1;102.4;205.8;250.2;295.6;340;5
668:325;1;110.9;222.8;270.4;319.1;297;4
668:326;1;113.6;205.2;259.2;295.2;326;5
668:327;1;113.6;205.2;259.2;295.2;302;5
668:328;1;113.6;205.2;259.2;295.2;264;4
668:329;1;113.6;205.2;259.2;295.2;306;5
668:330;1;113.6;205.2;259.2;295.2;309;5
668:331;1;113.6;205.2;259.2;295.2;317;5
668:332;1;113.6;205.2;259.2;295.2;350;5
668:333;1;113.6;205.2;259.2;295.2;323;5
668:334;1;113.6;205.2;259.2;295.2;314;5
668:335;1;113.6;205.2;259.2;295.2;356;5
668:336;1;113.6;205.2;259.2;295.2;300;5
668:337;1;113.6;205.2;259.2;295.2;367;5
668:338;1;113.6;205.2;259.2;295.2;390;5
668:339;1;113.6;205.2;259.2;295.2;364;5
668:340;1;110.9;222.8;270.4;319.1;362;5
668:341;1;108.5;217.9;264.7;312.4;317;5
668:342;1;105.7;212.4;258.1;304.7;263;4
668:343;1;108.5;217.9;264.7;312.4;328;5
668:344;1;98.4;197.8;240.6;284.4;312;5
668:345;1;73.4;147.9;181;215.1;255;5
668:346;1;51.8;104.6;129.2;154.9;195;5
668:347;1;51.8;104.6;129.2;154.9;138;4
668:348;1;51.8;104.6;129.2;154.9;256;5
668:349;1;19.5;40;52.2;65.3;2;1
668:350;1;51.8;104.6;129.2;154.9;139;4
668:351;1;51.8;104.6;129.2;154.9;178;5
668:352;1;19.5;40;52.2;65.3;72;5
668:353;1;19.5;40;52.2;65.3;64;4
669:307;1;73.4;147.9;181;215.1;76;2
669:308;1;93.2;187.4;228.3;270.1;255;4
669:309;1;105.7;212.4;258.1;304.7;202;2
669:310;1;112.8;203.6;257.6;293.6;258;4
669:311;1;105.7;212.4;258.1;304.7;239;3
669:312;1;102.4;205.8;250.2;295.6;226;3
669:313;1;93.2;187.4;228.3;270.1;201;3
669:314;1;51.8;104.6;129.2;154.9;123;3
669:315;1;98.4;197.8;240.6;284.4;261;4
669:316;1;73.4;147.9;181;215.1;140;2
669:317;1;73.4;147.9;181;215.1;169;3
669:318;1;98.4;197.8;240.6;284.4;268;4
669:319;1;98.4;197.8;240.6;284.4;244;4
669:320;1;85.9;172.8;210.8;249.8;233;4
669:321;1;85.9;172.8;210.8;249.8;323;5
669:322;1;93.2;187.4;228.3;270.1;386;5
669:323;1;110.9;222.8;270.4;319.1;364;5
669:324;1;108.5;217.9;264.7;312.4;334;5
669:325;1;110.9;222.8;270.4;319.1;331;5
669:326;1;112.8;203.6;257.6;293.6;282;4
669:327;1;112.8;203.6;257.6;293.6;315;5
669:328;1;112.8;203.6;257.6;293.6;278;4
669:329;1;112.8;203.6;257.6;293.6;250;3
669:330;1;112.8;203.6;257.6;293.6;302;5
669:331;1;112.8;203.6;257.6;293.6;341;5
669:332;1;112.8;203.6;257.6;293.6;263;4
669:333;1;112.8;203.6;257.6;293.6;304;5
669:334;1;112.8;203.6;257.6;293.6;330;5
669:335;1;112.8;203.6;257.6;293.6;324;5
669:336;1;112.8;203.6;257.6;293.6;303;5
669:337;1;112.8;203.6;257.6;293.6;309;5
669:338;1;112.8;203.6;257.6;293.6;297;5
669:339;1;112.8;203.6;257.6;293.6;296;5
669:340;1;112.8;203.6;257.6;293.6;316;5
669:341;1;112.8;203.6;257.6;293.6;259;4
669:342;1;110.9;222.8;270.4;319.1;375;5
669:343;1;112.8;203.6;257.6;293.6;273;4
669:344;1;108.5;217.9;264.7;312.4;325;5
669:345;1;93.2;187.4;228.3;270.1;236;4
669:346;1;93.2;187.4;228.3;270.1;232;4
669:347;1;85.9;172.8;210.8;249.8;252;5
669:348;1;73.4;147.9;181;215.1;186;4
669:349;1;51.8;104.6;129.2;154.9;160;5
669:350;1;73.4;147.9;181;215.1;190;4
669:351;1;19.5;40;52.2;65.3;89;5
669:352;1;51.8;104.6;129.2;154.9;196;5
669:353;1;19.5;40;52.2;65.3;88;5
670:307;1;51.8;104.6;129.2;154.9;202;5
670:308;1;93.2;187.4;228.3;270.1;287;5
670:309;1;110.9;222.8;270.4;319.1;273;4
670:310;1;105.7;212.4;258.1;304.7;257;3
670:311;1;112;202;256;292;281;4
670:312;1;105.7;212.4;258.1;304.7;243;3
670:313;1;93.2;187.4;228.3;270.1;223;3
670:314;1;51.8;104.6;129.2;154.9;109;3
670:315;1;85.9;172.8;210.8;249.8;266;5
670:316;1;85.9;172.8;210.8;249.8;188;3
670:317;1;85.9;172.8;210.8;249.8;241;4
670:318;1;85.9;172.8;210.8;249.8;243;4
670:319;1;73.4;147.9;181;215.1;238;5
670:320;1;85.9;172.8;210.8;249.8;213;4
670:321;1;98.4;197.8;240.6;284.4;277;4
670:322;1;102.4;205.8;250.2;295.6;301;5
670:323;1;105.7;212.4;258.1;304.7;345;5
670:324;1;110.9;222.8;270.4;319.1;375;5
670:325;1;108.5;217.9;264.7;312.4;384;5
670:326;1;112;202;256;292;318;5
670:327;1;112;202;256;292;239;3
670:328;1;112;202;256;292;331;5
670:329;1;112;202;256;292;283;4
670:330;1;112;202;256;292;278;4
670:331;1;112;202;256;292;365;5
670:332;1;112;202;256;292;271;4
670:333;1;112;202;256;292;299;5
670:334;1;112;202;256;292;332;5
670:335;1;112;202;256;292;294;5
670:336;1;112;202;256;292;297;5
670:337;1;112;202;256;292;279;4
670:338;1;112;202;256;292;260;4
670:339;1;112;202;256;292;365;5
670:340;1;112;202;256;292;306;5
670:341;1;112;202;256;292;271;4
670:342;1;112;202;256;292;297;5
670:343;1;112;202;256;292;294;5
670:344;1;112;202;256;292;342;5
670:345;1;112;202;256;292;300;5
670:346;1;112;202;256;292;334;5
670:347;1;108.5;217.9;264.7;312.4;314;5
670:348;1;108.5;217.9;264.7;312.4;332;5
670:349;1;102.4;205.8;250.2;295.6;335;5
670:350;1;73.4;147.9;181;215.1;184;4
670:351;1;73.4;147.9;181;215.1;223;5
670:352;1;93.2;187.4;228.3;270.1;315;5
670:353;1;85.9;172.8;210.8;249.8;306;5
670:354;1;51.8;104.6;129.2;154.9;221;5
671:306;1;19.5;40;52.2;65.3;14;1
671:307;1;19.5;40;52.2;65.3;0;0
671:308;1;51.8;104.6;129.2;154.9;74;2
671:309;1;85.9;172.8;210.8;249.8;167;2
671:310;1;108.5;217.9;264.7;312.4;260;3
671:311;1;108.5;217.9;264.7;312.4;211;2
671:312;1;85.9;172.8;210.8;249.8;173;3
671:313;1;85.9;172.8;210.8;249.8;257;5
671:314;1;73.4;147.9;181;215.1;122;2
671:315;1;73.4;147.9;181;215.1;187;4
671:316;1;85.9;172.8;210.8;249.8;221;4
671:317;1;93.2;187.4;228.3;270.1;299;5
671:318;1;85.9;172.8;210.8;249.8;244;4
671:319;1;85.9;172.8;210.8;249.8;295;5
671:320;1;93.2;187.4;228.3;270.1;280;5
671:321;1;105.7;212.4;258.1;304.7;296;4
671:322;1;105.7;212.4;258.1;304.7;325;5
671:323;1;110.9;222.8;270.4;319.1;378;5
671:324;1;111.2;200.4;254.4;290.4;351;5
671:325;1;111.2;200.4;254.4;290.4;285;4
671:326;1;111.2;200.4;254.4;290.4;326;5
671:327;1;111.2;200.4;254.4;290.4;259;4
671:328;1;111.2;200.4;254.4;290.4;241;3
671:329;1;111.2;200.4;254.4;290.4;262;4
671:330;1;111.2;200.4;254.4;290.4;258;4
671:331;1;111.2;200.4;254.4;290.4;253;3
671:332;1;111.2;200.4;254.4;290.4;223;3
671:333;1;111.2;200.4;254.4;290.4;289;4
671:334;1;111.2;200.4;254.4;290.4;328;5
671:335;1;111.2;200.4;254.4;290.4;307;5
671:336;1;111.2;200.4;254.4;290.4;309;5
671:337;1;111.2;200.4;254.4;290.4;312;5
671:338;1;111.2;200.4;254.4;290.4;261;4
671:339;1;111.2;200.4;254.4;290.4;286;4
671:340;1;111.2;200.4;254.4;290.4;294;5
671:341;1;111.2;200.4;254.4;290.4;274;4
671:342;1;111.2;200.4;254.4;290.4;262;4
671:343;1;111.2;200.4;254.4;290.4;292;5
671:344;1;111.2;200.4;254.4;290.4;346;5
671:345;1;111.2;200.4;254.4;290.4;301;5
671:346;1;111.2;200.4;254.4;290.4;262;4
671:347;1;111.2;200.4;254.4;290.4;324;5
671:348;1;111.2;200.4;254.4;290.4;309;5
671:349;1;111.2;200.4;254.4;290.4;324;5
671:350;1;108.5;217.9;264.7;312.4;396;5
671:351;1;110.9;222.8;270.4;319.1;444;5
671:352;1;111.2;200.4;254.4;290.4;338;5
671:353;1;111.2;200.4;254.4;290.4;390;5
671:354;1;85.9;172.8;210.8;249.8;299;5
672:308;1;19.5;40;52.2;65.3;27;2
672:309;1;51.8;104.6;129.2;154.9;57;2
672:310;1;85.9;172.8;210.8;249.8;174;3
672:311;1;73.4;147.9;181;215.1;109;2
672:312;1;73.4;147.9;181;215.1;116;2
672:313;1;51.8;104.6;129.2;154.9;99;2
672:314;1;51.8;104.6;129.2;154.9;109;3
672:315;1;51.8;104.6;129.2;154.9;144;4
672:316;1;85.9;172.8;210.8;249.8;191;3
672:317;1;85.9;172.8;210.8;249.8;221;4
672:318;1;93.2;187.4;228.3;270.1;267;4
672:319;1;105.7;212.4;258.1;304.7;326;5
672:320;1;105.7;212.4;258.1;304.7;331;5
672:321;1;108.5;217.9;264.7;312.4;331;5
672:322;1;110.9;222.8;270.4;319.1;322;5
672:323;1;110.4;198.8;252.8;288.8;307;5
672:324;1;110.4;198.8;252.8;288.8;299;5
672:325;1;110.4;198.8;252.8;288.8;290;5
672:326;1;110.4;198.8;252.8;288.8;285;4
672:327;1;110.4;198.8;252.8;288.8;259;4
672:328;1;110.4;198.8;252.8;288.8;231;3
672:329;1;110.4;198.8;252.8;288.8;217;3
672:330;1;110.4;198.8;252.8;288.8;268;4
672:331;1;110.4;198.8;252.8;288.8;207;3
672:332;1;110.4;198.8;252.8;288.8;239;3
672:333;1;110.4;198.8;252.8;288.8;260;4
672:334;1;110.4;198.8;252.8;288.8;244;3
672:335;1;110.4;198.8;252.8;288.8;320;5
672:336;1;110.4;198.8;252.8;288.8;306;5
672:337;1;110.4;198.8;252.8;288.8;373;5
672:338;1;110.4;198.8;252.8;288.8;361;5
672:339;1;110.4;198.8;252.8;288.8;383;5
672:340;1;110.4;198.8;252.8;288.8;261;4
672:341;1;110.4;198.8;252.8;288.8;280;4
672:342;1;110.4;198.8;252.8;288.8;369;5
672:343;1;110.4;198.8;252.8;288.8;293;5
672:344;1;110.4;198.8;252.8;288.8;271;4
672:345;1;110.4;198.8;252.8;288.8;344;5
672:346;1;110.4;198.8;252.8;288.8;254;4
672:347;1;110.4;198.8;252.8;288.8;363;5
672:348;1;110.4;198.8;252.8;288.8;291;5
672:349;1;110.4;198.8;252.8;288.8;292;5
672:350;1;110.4;198.8;252.8;288.8;325;5
672:351;1;110.4;198.8;252.8;288.8;321;5
672:352;1;110.4;198.8;252.8;288.8;313;5
672:353;1;110.4;198.8;252.8;288.8;300;5
672:354;1;110.4;198.8;252.8;288.8;325;5
672:355;1;88.32;159.04;202.24;231.04;264;5
673:309;1;19.5;40;52.2;65.3;0;0
673:310;1;19.5;40;52.2;65.3;0;0
673:312;1;19.5;40;52.2;65.3;50;3
673:314;1;19.5;40;52.2;65.3;44;3
673:315;1;19.5;40;52.2;65.3;53;4
673:316;1;51.8;104.6;129.2;154.9;120;3
673:317;1;51.8;104.6;129.2;154.9;194;5
673:318;1;102.4;205.8;250.2;295.6;318;5
673:319;1;105.7;212.4;258.1;304.7;265;4
673:320;1;109.6;197.2;251.2;287.2;256;4
673:321;1;110.9;222.8;270.4;319.1;416;5
673:322;1;109.6;197.2;251.2;287.2;228;3
673:323;1;109.6;197.2;251.2;287.2;258;4
673:324;1;109.6;197.2;251.2;287.2;270;4
673:325;1;109.6;197.2;251.2;287.2;269;4
673:326;1;109.6;197.2;251.2;287.2;258;4
673:327;1;109.6;197.2;251.2;287.2;296;5
673:328;1;109.6;197.2;251.2;287.2;268;4
673:329;1;109.6;197.2;251.2;287.2;215;3
673:330;1;109.6;197.2;251.2;287.2;212;3
673:331;1;109.6;197.2;251.2;287.2;233;3
673:332;1;109.6;197.2;251.2;287.2;274;4
673:333;1;109.6;197.2;251.2;287.2;284;4
673:334;1;109.6;197.2;251.2;287.2;294;5
673:335;1;109.6;197.2;251.2;287.2;318;5
673:336;1;109.6;197.2;251.2;287.2;346;5
673:337;1;109.6;197.2;251.2;287.2;380;5
673:338;1;109.6;197.2;251.2;287.2;347;5
673:339;1;109.6;197.2;251.2;287.2;290;5
673:340;1;109.6;197.2;251.2;287.2;297;5
673:341;1;109.6;197.2;251.2;287.2;269;4
673:342;1;109.6;197.2;251.2;287.2;326;5
673:343;1;109.6;197.2;251.2;287.2;311;5
673:344;1;109.6;197.2;251.2;287.2;324;5
673:345;1;109.6;197.2;251.2;287.2;334;5
673:346;1;109.6;197.2;251.2;287.2;307;5
673:347;1;109.6;197.2;251.2;287.2;302;5
673:348;1;109.6;197.2;251.2;287.2;354;5
673:349;1;109.6;197.2;251.2;287.2;316;5
673:350;1;109.6;197.2;251.2;287.2;291;5
673:351;1;109.6;197.2;251.2;287.2;314;5
673:352;1;109.6;197.2;251.2;287.2;290;5
673:353;1;109.6;197.2;251.2;287.2;302;5
673:354;1;109.6;197.2;251.2;287.2;297;5
673:355;1;109.6;197.2;251.2;287.2;292;5
673:356;1;87.68;157.76;200.96;229.76;104;2
674:316;1;19.5;40;52.2;65.3;49;3
674:317;1;51.8;104.6;129.2;154.9;265;5
674:318;1;73.4;147.9;181;215.1;276;5
674:319;1;108.5;217.9;264.7;312.4;329;5
674:320;1;108.8;195.6;249.6;285.6;252;4
674:321;1;108.8;195.6;249.6;285.6;266;4
674:322;1;108.8;195.6;249.6;285.6;237;3
674:323;1;108.8;195.6;249.6;285.6;226;3
674:324;1;108.8;195.6;249.6;285.6;281;4
674:325;1;108.8;195.6;249.6;285.6;256;4
674:326;1;108.8;195.6;249.6;285.6;273;4
674:327;1;108.8;195.6;249.6;285.6;288;5
674:328;1;108.8;195.6;249.6;285.6;292;5
674:329;1;108.8;195.6;249.6;285.6;256;4
674:330;1;108.8;195.6;249.6;285.6;302;5
674:331;1;108.8;195.6;249.6;285.6;331;5
674:332;1;108.8;195.6;249.6;285.6;359;5
674:333;1;108.8;195.6;249.6;285.6;291;5
674:334;1;108.8;195.6;249.6;285.6;293;5
674:335;1;108.8;195.6;249.6;285.6;345;5
674:336;1;108.8;195.6;249.6;285.6;382;5
674:337;1;108.8;195.6;249.6;285.6;322;5
674:338;1;108.8;195.6;249.6;285.6;275;4
674:339;1;108.8;195.6;249.6;285.6;289;5
674:340;1;108.8;195.6;249.6;285.6;308;5
674:341;1;108.8;195.6;249.6;285.6;278;4
674:342;1;108.8;195.6;249.6;285.6;279;4
674:343;1;108.8;195.6;249.6;285.6;277;4
674:344;1;108.8;195.6;249.6;285.6;295;5
674:345;1;108.8;195.6;249.6;285.6;370;5
674:346;1;108.8;195.6;249.6;285.6;305;5
674:347;1;108.8;195.6;249.6;285.6;313;5
674:348;1;108.8;195.6;249.6;285.6;331;5
674:349;1;108.8;195.6;249.6;285.6;318;5
674:350;1;108.8;195.6;249.6;285.6;316;5
674:351;1;108.8;195.6;249.6;285.6;314;5
674:352;1;108.8;195.6;249.6;285.6;291;5
674:353;1;108.8;195.6;249.6;285.6;297;5
674:354;1;108.8;195.6;249.6;285.6;309;5
674:355;1;108.8;195.6;249.6;285.6;264;4
674:356;1;108.8;195.6;249.6;285.6;261;4
674:357;1;87.04;156.48;199.68;228.48;99;2
675:317;1;19.5;40;52.2;65.3;74;5
675:318;1;85.9;172.8;210.8;249.8;267;5
675:319;1;105.7;212.4;258.1;304.7;362;5
675:320;1;108;194;248;284;271;4
675:321;1;108;194;248;284;262;4
675:322;1;108;194;248;284;251;4
675:323;1;108;194;248;284;206;3
675:324;1;108;194;248;284;261;4
675:325;1;108;194;248;284;259;4
675:326;1;108;194;248;284;268;4
675:327;1;108;194;248;284;288;5
675:328;1;108;194;248;284;287;5
675:329;1;108;194;248;284;222;3
675:330;1;108;194;248;284;285;5
675:331;1;108;194;248;284;291;5
675:332;1;108;194;248;284;286;5
675:333;1;108;194;248;284;301;5
675:334;1;108;194;248;284;323;5
675:335;1;108;194;248;284;285;5
675:336;1;108;194;248;284;355;5
675:337;1;108;194;248;284;373;5
675:338;1;108;194;248;284;267;4
675:339;1;108;194;248;284;308;5
675:340;1;108;194;248;284;276;4
675:341;1;108;194;248;284;288;5
675:342;1;108;194;248;284;285;5
675:343;1;108;194;248;284;309;5
675:344;1;108;194;248;284;315;5
675:345;1;108;194;248;284;364;5
675:346;1;108;194;248;284;411;5
675:347;1;108;194;248;284;412;5
675:348;1;108;194;248;284;365;5
675:349;1;108;194;248;284;307;5
675:350;1;108;194;248;284;318;5
675:351;1;108;194;248;284;298;5
675:352;1;108;194;248;284;294;5
675:353;1;108;194;248;284;294;5
675:354;1;108;194;248;284;297;5
675:355;1;108;194;248;284;261;4
675:356;1;108;194;248;284;333;5
675:357;1;108;194;248;284;373;5
675:358;1;86.4;155.2;198.4;227.2;120;2
676:317;1;51.8;104.6;129.2;154.9;244;5
676:318;1;93.2;187.4;228.3;270.1;356;5
676:319;1;108.5;217.9;264.7;312.4;328;5
676:320;1;107.2;192.4;246.4;282.4;304;5
676:321;1;107.2;192.4;246.4;282.4;273;4
676:322;1;107.2;192.4;246.4;282.4;289;5
676:323;1;107.2;192.4;246.4;282.4;317;5
676:324;1;107.2;192.4;246.4;282.4;268;4
676:325;1;107.2;192.4;246.4;282.4;264;4
676:326;1;107.2;192.4;246.4;282.4;292;5
676:327;1;107.2;192.4;246.4;282.4;289;5
676:328;1;107.2;192.4;246.4;282.4;288;5
676:329;1;107.2;192.4;246.4;282.4;288;5
676:330;1;107.2;192.4;246.4;282.4;223;3
676:331;1;107.2;192.4;246.4;282.4;252;4
676:332;1;107.2;192.4;246.4;282.4;254;4
676:333;1;107.2;192.4;246.4;282.4;258;4
676:334;1;107.2;192.4;246.4;282.4;292;5
676:335;1;107.2;192.4;246.4;282.4;302;5
676:336;1;107.2;192.4;246.4;282.4;355;5
676:337;1;107.2;192.4;246.4;282.4;339;5
676:338;1;107.2;192.4;246.4;282.4;302;5
676:339;1;107.2;192.4;246.4;282.4;263;4
676:340;1;107.2;192.4;246.4;282.4;291;5
676:341;1;107.2;192.4;246.4;282.4;296;5
676:342;1;107.2;192.4;246.4;282.4;353;5
676:343;1;107.2;192.4;246.4;282.4;331;5
676:344;1;107.2;192.4;246.4;282.4;362;5
676:345;1;107.2;192.4;246.4;282.4;371;5
676:346;1;107.2;192.4;246.4;282.4;399;5
676:347;1;107.2;192.4;246.4;282.4;372;5
676:348;1;107.2;192.4;246.4;282.4;326;5
676:349;1;107.2;192.4;246.4;282.4;292;5
676:350;1;107.2;192.4;246.4;282.4;302;5
676:351;1;107.2;192.4;246.4;282.4;263;4
676:352;1;107.2;192.4;246.4;282.4;283;5
676:353;1;107.2;192.4;246.4;282.4;273;4
676:354;1;107.2;192.4;246.4;282.4;290;5
676:355;1;107.2;192.4;246.4;282.4;315;5
676:356;1;107.2;192.4;246.4;282.4;422;5
676:357;1;107.2;192.4;246.4;282.4;310;5
676:358;1;107.2;192.4;246.4;282.4;309;5
676:359;1;85.76;153.92;197.12;225.92;237;5
677:317;1;19.5;40;52.2;65.3;98;5
677:318;1;51.8;104.6;129.2;154.9;272;5
677:319;1;105.7;212.4;258.1;304.7;346;5
677:320;1;106.4;190.8;244.8;280.8;303;5
677:321;1;106.4;190.8;244.8;280.8;309;5
677:322;1;106.4;190.8;244.8;280.8;266;4
677:323;1;106.4;190.8;244.8;280.8;292;5
677:324;1;85.12;152.64;195.84;224.64;262;5
